Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-11-11 07:33:12,false,"Running","15.01","1,115","01:30:31","154","173","4.7","156","162","6:02","4:53","99","100","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.42","16","29.0","01:30:25","01:30:31","90","122"
Running,2022-11-09 19:59:24,false,"Running","5.01","380","00:29:32","156","180","3.8","153","157","5:54","5:07","31","36","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:02.54","6","29.0","00:29:30","00:29:32","42","70"
Running,2022-11-04 15:40:32,false,"Running","5.01","357","00:28:16","151","169","3.5","160","164","5:39","5:05","31","31","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:03.04","6","30.0","00:28:14","00:28:16","43","72"
Running,2022-11-02 21:07:16,false,"Running","10.22","563","00:57:28","133","151","2.5","158","167","5:37","5:02","31","35","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","01:08.33","11","25.0","00:57:25","00:57:28","-4","9"
Running,2022-10-30 21:29:56,false,"Running","5.01","370","00:30:44","146","166","3.4","153","156","6:08","5:05","29","32","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.73","6","29.0","00:30:43","00:30:44","94","122"
Running,2022-10-28 07:44:39,false,"Running","11.01","760","01:06:10","144","154","3.4","159","165","6:01","4:54","76","88","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:02.27","12","28.0","01:06:08","01:06:10","28","70"
Running,2022-10-26 21:32:46,false,"Tempo Intervals","9.12","592","00:57:36","134","164","3.1","157","221","6:19","4:31","47","55","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:01.76","17","30.0","00:57:31","00:57:36","52","74"
Running,2022-10-24 22:54:59,false,"Running","6.50","412","00:39:30","131","155","2.8","155","160","6:04","5:29","39","48","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","02:56.60","7","29.0","00:39:29","00:39:30","43","70"
Running,2022-10-22 21:19:10,false,"Running","8.01","605","00:48:11","153","160","4.0","154","160","6:01","4:54","49","60","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.55","9","30.0","00:48:05","00:48:11","45","70"
Running,2022-10-21 07:39:26,false,"Tempo Intervals","8.82","642","00:54:39","146","170","4.0","159","186","6:12","4:23","43","47","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:00.97","17","29.0","00:54:36","00:54:39","60","77"
Running,2022-10-15 20:24:52,false,"Running","5.01","360","00:28:24","152","163","3.5","157","160","5:40","4:54","40","53","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.46","6","29.0","00:28:21","00:28:24","41","70"
Running,2022-10-13 19:04:11,false,"Running","8.01","491","00:46:17","136","170","3.1","157","162","5:47","4:40","43","54","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.29","9","28.0","00:46:15","00:46:17","42","70"
Running,2022-10-10 20:37:32,false,"Tempo Intervals","7.71","573","00:45:22","153","176","4.1","156","175","5:53","4:46","35","39","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","01:19.49","11","29.0","00:45:20","00:45:22","55","73"
Running,2022-10-08 23:08:42,false,"Running","5.01","299","00:28:44","132","145","2.5","155","162","5:44","4:50","30","33","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.36","6","30.0","00:28:43","00:28:44","44","70"
Running,2022-10-01 23:13:06,false,"Running","5.01","351","00:29:17","145","157","3.2","159","166","5:51","5:10","31","33","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.38","6","30.0","00:29:15","00:29:17","44","70"
Running,2022-09-30 07:43:17,false,"Running","10.01","779","01:01:11","158","175","4.5","159","162","6:07","5:21","55","57","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:03.07","11","29.0","01:01:05","01:01:11","53","71"
Running,2022-09-27 21:54:52,false,"Running","5.01","372","00:29:56","150","162","3.4","156","160","5:58","5:21","33","35","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:03.06","6","30.0","00:29:54","00:29:56","43","70"
Running,2022-09-22 18:27:29,false,"Running","21.12","1,607","02:15:37","159","182","4.3","154","166","6:25","5:18","33","41","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:46.57","22","29.0","02:15:34","02:15:37","1","11"
Running,2022-09-18 21:59:37,false,"Running","5.00","377","00:31:44","147","171","3.2","154","166","6:21","4:50","27","32","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.04","6","31.0","00:31:42","00:31:44","47","71"
Running,2022-09-16 07:09:22,false,"Running","11.01","832","01:07:40","151","163","4.2","158","162","6:09","4:56","63","75","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:01.94","12","29.0","01:07:36","01:07:40","50","70"
Running,2022-09-14 22:49:55,false,"Speed Run","4.42","306","00:26:32","144","177","3.0","156","187","6:00","3:57","14","22","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:01.79","10","32.0","00:26:31","00:26:32","68","73"
Running,2022-09-11 22:03:45,false,"Running","5.01","373","00:30:25","148","157","3.3","152","156","6:04","5:21","27","32","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:03.67","6","32.0","00:30:22","00:30:25","43","70"
Running,2022-09-09 07:11:26,false,"Running","15.03","1,129","01:32:28","153","165","4.2","157","162","6:09","4:53","86","94","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:10.18","16","32.0","01:32:24","01:32:28","42","72"
Running,2022-09-07 23:06:29,false,"Progression Temp","3.94","282","00:25:02","139","156","2.8","154","187","6:21","4:41","11","18","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.13","8","34.0","00:25:00","00:25:02","68","77"
Running,2022-09-04 21:14:39,false,"Running","5.01","376","00:31:02","146","156","3.2","151","154","6:12","5:28","35","37","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:03.30","6","31.0","00:31:00","00:31:02","45","73"
Running,2022-09-01 23:32:24,false,"Fartlek Run","5.10","356","00:31:02","145","161","3.1","161","187","6:05","4:43","32","45","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.38","17","30.0","00:30:58","00:31:02","66","76"
Running,2022-08-30 21:34:39,false,"Running","7.52","563","00:46:30","148","158","3.6","155","158","6:11","5:05","48","55","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","03:11.60","8","31.0","00:46:28","00:46:30","44","70"
Running,2022-08-26 07:37:06,false,"Running","13.01","991","01:24:06","150","160","3.8","157","160","6:28","4:55","79","84","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.14","14","32.0","01:24:02","01:24:06","49","73"
Running,2022-08-25 00:38:52,false,"Speed Tempo Run","6.46","419","00:40:02","138","157","2.8","162","183","6:12","4:53","34","37","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.36","18","31.0","00:39:56","00:40:02","62","74"
Running,2022-08-22 22:23:29,false,"Running","8.01","536","00:45:35","146","159","3.5","149","154","5:42","4:59","45","55","1.18","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.33","9","31.0","00:45:32","00:45:35","10","34"
Treadmill Running,2022-08-19 16:55:07,false,"Treadmill Running","9.63","811","01:03:48","157","171","4.5","157","164","6:37","6:07","--","--","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","04:17.47","10","29.0","01:02:36","01:03:48","--","--"
Running,2022-08-18 20:49:11,false,"Tempo Run","12.01","897","01:16:16","152","175","3.8","160","175","6:21","5:04","77","82","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:03.20","13","31.0","01:16:11","01:16:16","44","70"
Running,2022-08-14 21:41:57,false,"Running","6.01","435","00:36:38","146","159","3.4","154","158","6:06","5:17","41","43","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.34","7","31.0","00:36:37","00:36:38","43","70"
Running,2022-08-12 07:07:11,false,"Running","16.01","1,183","01:44:42","151","163","3.7","155","160","6:32","4:45","97","102","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:03.44","17","32.0","01:44:36","01:44:42","50","72"
Running,2022-08-10 21:29:18,false,"Fartlek Run","4.87","335","00:30:02","144","162","3.1","155","187","6:10","4:38","25","28","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.72","21","31.0","00:29:56","00:30:02","66","73"
Running,2022-08-08 23:52:53,false,"Running","5.53","421","00:35:56","144","161","3.3","148","151","6:30","5:54","32","35","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","03:15.92","6","31.0","00:35:53","00:35:56","45","70"
Running,2022-08-05 00:12:40,false,"Running","15.01","1,147","01:44:46","150","165","3.4","148","154","6:59","5:33","93","95","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.57","16","31.0","01:44:40","01:44:46","38","70"
Running,2022-08-01 20:33:27,false,"Running","5.52","405","00:32:19","151","168","3.5","154","158","5:51","5:00","35","41","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","03:05.40","6","30.0","00:32:17","00:32:19","40","70"
Running,2022-07-30 22:23:27,false,"Running","12.52","953","01:18:04","151","164","4.1","154","158","6:14","5:06","75","77","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","03:13.60","13","31.0","01:17:59","01:18:04","41","70"
Running,2022-07-28 23:12:55,false,"Speed Runs","4.87","392","00:30:17","0","0","--","157","215","6:13","4:30","22","29","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:01.93","21","32.0","00:30:14","00:30:17","66","78"
Running,2022-07-25 22:43:45,false,"Running","7.50","550","00:45:15","148","165","3.6","156","164","6:02","5:09","43","48","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","02:55.76","8","31.0","00:45:14","00:45:15","43","70"
Running,2022-07-23 21:58:14,false,"Running","10.01","761","01:02:56","149","160","3.9","153","158","6:17","5:14","55","57","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:03.21","11","31.0","01:02:53","01:02:56","39","70"
Running,2022-07-21 23:26:32,false,"Tempo Run","5.67","408","00:33:02","150","165","3.4","163","175","5:50","4:58","24","28","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.86","8","31.0","00:32:59","00:33:02","64","74"
Running,2022-07-19 22:14:41,false,"Running","5.01","374","00:31:23","146","156","3.2","152","160","6:16","5:05","29","34","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:03.29","6","30.0","00:31:21","00:31:23","44","70"
Running,2022-07-14 23:49:48,false,"Running","10.02","765","01:03:09","148","158","3.8","152","157","6:18","5:20","59","64","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:05.95","11","31.0","01:02:55","01:03:09","40","70"
Running,2022-07-13 22:09:10,false,"Tempo Run","6.05","362","00:35:02","135","160","2.6","164","176","5:47","5:03","28","30","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.07","9","31.0","00:35:01","00:35:02","66","76"
Running,2022-07-11 22:39:05,false,"Running","7.01","503","00:41:52","147","158","3.5","153","160","5:59","4:57","41","42","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.16","8","31.0","00:41:46","00:41:52","44","73"
Running,2022-07-09 23:36:06,false,"Running","10.01","785","01:05:30","148","171","3.7","150","157","6:33","5:29","58","59","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:03.15","11","30.0","01:05:26","01:05:30","42","70"
Running,2022-07-07 22:17:44,false,"Speed Runs","6.60","454","00:38:32","146","160","3.3","163","182","5:50","4:41","32","38","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:01.67","12","30.0","00:38:29","00:38:32","64","73"
Running,2022-07-04 21:40:51,false,"Running","5.01","366","00:30:03","146","158","3.2","152","158","6:00","4:59","29","31","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:03.13","6","32.0","00:30:02","00:30:03","41","70"
Running,2022-07-02 21:20:25,false,"Running","10.01","765","01:00:09","153","161","4.1","156","162","6:00","5:10","61","64","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.96","11","30.0","01:00:05","01:00:09","38","70"
Running,2022-06-29 22:55:16,false,"Speed Runs","5.42","349","00:32:31","137","157","2.7","161","189","6:00","4:12","23","26","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:00.78","23","32.0","00:32:26","00:32:31","65","74"
Running,2022-06-27 21:55:01,false,"Running","5.01","370","00:30:03","147","161","3.3","154","158","6:00","5:12","29","34","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:03.03","6","31.0","00:30:01","00:30:03","43","70"
Running,2022-06-25 23:14:31,false,"Running","10.01","779","00:59:52","158","181","4.8","155","160","5:59","4:53","62","61","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.07","11","31.0","00:59:50","00:59:52","43","71"
Running,2022-06-23 00:28:56,false,"Fartlek Run","4.93","337","00:31:02","138","156","2.8","156","186","6:17","4:35","23","25","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:01.58","17","31.0","00:30:58","00:31:02","70","80"
Running,2022-06-20 21:45:17,false,"Running","5.01","363","00:29:29","148","180","3.4","157","160","5:53","5:09","31","32","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.09","6","30.0","00:29:28","00:29:29","43","70"
Running,2022-06-16 22:50:38,false,"Running","15.01","1,147","01:35:23","152","166","4.0","152","172","6:21","4:38","95","94","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.70","16","31.0","01:35:17","01:35:23","45","73"
Running,2022-06-14 22:23:02,false,"Running","5.01","372","00:30:41","144","162","3.2","153","158","6:08","5:12","30","34","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.78","6","31.0","00:30:40","00:30:41","44","70"
Running,2022-06-09 22:16:08,false,"Running","10.01","732","00:59:05","150","170","4.1","156","176","5:54","5:04","62","62","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.12","11","31.0","00:59:01","00:59:05","43","72"
Running,2022-06-09 00:18:49,false,"Running","5.01","381","00:30:02","152","173","3.4","153","158","6:00","4:39","29","34","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:03.10","6","31.0","00:30:00","00:30:02","44","70"
Running,2022-06-05 23:12:37,false,"Running","5.01","380","00:30:02","152","177","3.5","157","164","6:00","5:21","30","35","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.88","6","30.0","00:29:54","00:30:02","43","70"
Running,2022-06-03 07:38:22,false,"Running","10.01","738","00:58:25","153","168","4.2","162","170","5:50","4:52","63","67","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.76","11","30.0","00:58:20","00:58:25","41","70"
Running,2022-06-02 00:10:13,false,"Running","5.01","316","00:29:24","132","148","2.7","153","158","5:52","5:06","28","30","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:02.97","6","30.0","00:29:20","00:29:24","45","71"
Running,2022-05-31 00:20:49,false,"Running","5.01","357","00:30:18","144","157","3.0","151","162","6:03","5:08","28","31","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:03.35","6","30.0","00:30:16","00:30:18","44","70"
Running,2022-05-27 06:30:59,false,"Running","10.27","716","00:55:02","156","179","4.3","165","174","5:22","3:49","82","87","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","01:15.58","11","27.0","00:54:58","00:55:02","29","60"
Running,2022-05-24 22:50:56,false,"Time Repeats","8.82","680","00:54:47","153","177","3.9","156","186","6:13","4:36","39","44","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.14","17","29.0","00:54:44","00:54:47","58","76"
Running,2022-05-22 20:49:50,false,"Running","5.01","279","00:28:33","127","144","2.1","157","166","5:42","4:38","32","35","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.18","6","28.0","00:28:32","00:28:33","44","70"
Running,2022-05-20 07:34:29,false,"Running","10.01","699","00:57:31","147","164","3.7","165","172","5:45","4:50","65","64","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.94","11","29.0","00:57:27","00:57:31","44","73"
Running,2022-05-17 20:53:23,false,"Time Repeats","9.13","638","00:56:25","143","154","3.2","159","186","6:11","4:51","42","53","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:01.68","17","28.0","00:56:22","00:56:25","57","73"
Running,2022-05-17 00:26:13,false,"Running","5.01","362","00:30:34","143","156","3.2","162","170","6:06","5:28","30","35","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:01.98","6","29.0","00:30:31","00:30:34","41","70"
Running,2022-05-13 17:18:43,false,"Running","10.01","751","00:59:44","155","170","4.3","157","164","5:58","4:59","67","66","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.57","11","30.0","00:59:41","00:59:44","47","76"
Running,2022-05-11 23:17:47,false,"Running","5.01","376","00:30:14","154","171","3.5","153","160","6:02","5:13","30","39","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.27","6","29.0","00:30:13","00:30:14","42","70"
Running,2022-05-09 21:02:13,false,"Time Repeats","8.40","650","00:54:05","153","178","4.3","157","196","6:26","4:39","39","50","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:01.36","17","28.0","00:54:02","00:54:05","68","78"
Running,2022-05-06 17:24:00,false,"Running","10.01","707","00:57:11","151","171","4.4","160","172","5:43","4:19","65","68","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:03.64","11","29.0","00:57:03","00:57:11","44","72"
Running,2022-05-04 17:56:52,false,"Running","5.01","359","00:28:49","153","168","3.6","161","170","5:45","4:59","31","35","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.24","6","29.0","00:28:48","00:28:49","42","70"
Running,2022-05-02 23:05:07,false,"Time Repeats","8.45","625","00:53:44","146","167","3.8","154","186","6:21","4:26","48","47","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:01.36","17","29.0","00:53:40","00:53:44","68","92"
Running,2022-04-29 16:44:36,false,"Running","10.01","756","01:00:29","153","177","4.4","155","168","6:02","4:47","68","63","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","00:03.17","11","32.0","01:00:26","01:00:29","46","75"
Running,2022-04-28 20:48:01,false,"Running","5.01","344","00:29:17","140","155","3.2","160","166","5:51","5:06","31","36","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:01.56","6","27.0","00:29:17","00:29:17","41","70"
